ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
48,0.37,0.0,0.0075,0.44,0.1825
49,0.26,0.0,0.095,0.4975,0.1475
50,0.0375,0.0,0.0325,0.185,0.745
51,0.2125,0.045,0.07,0.0,0.6725
52,0.2075,0.0,0.0075,0.6275,0.1575
53,0.9875,0.0,0.0,0.005,0.0075
54,0.1725,0.0475,0.0575,0.0125,0.71
55,0.005,0.0425,0.2725,0.01,0.67
56,0.265,0.0,0.0375,0.285,0.4125
57,0.547333333333,0.0,0.015,0.412666666667,0.025
58,0.0,0.005,0.0,0.0,0.995
59,0.0,0.005,0.0075,0.0,0.9875
60,0.685,0.0,0.0025,0.0825,0.23
61,0.8525,0.0,0.0075,0.035,0.105
62,0.2275,0.0,0.15,0.3675,0.255
63,0.3925,0.0025,0.0175,0.2325,0.355
64,0.0,0.0025,0.015,0.0,0.9825
65,0.0,0.0025,0.015,0.0,0.9825
66,0.8075,0.0025,0.0,0.1525,0.0375
67,0.9975,0.0,0.0,0.0,0.0025
68,0.07,0.0025,0.175,0.2425,0.51
69,0.3575,0.0,0.08,0.435,0.1275
70,0.0,0.0,0.005,0.0,0.995
71,0.035,0.015,0.09,0.08,0.78
72,0.973333333333,0.0,0.0,0.0191666666667,0.0075
73,0.0,0.0225,0.03,0.0,0.9475
74,0.105,0.0,0.0325,0.44,0.4225
75,0.0,0.02,0.0475,0.0075,0.925
76,0.3575,0.05,0.39,0.0075,0.195
77,0.9225,0.0,0.0075,0.01,0.06
78,0.19,0.0,0.155,0.0125,0.6425
79,0.405,0.0,0.1325,0.3225,0.14
80,0.93,0.0,0.0,0.0625,0.0075
81,0.0075,0.0025,0.245,0.0,0.745
82,0.0,0.0,0.015,0.0,0.985
83,0.6825,0.0,0.0225,0.18,0.115
84,0.0025,0.0425,0.135,0.0075,0.8125
85,0.38,0.0,0.015,0.485,0.12
86,0.03,0.0725,0.19,0.005,0.7025
87,0.0775,0.0,0.255,0.5075,0.16
88,0.585,0.0,0.0525,0.2275,0.135
89,0.0075,0.0,0.07,0.0575,0.865
90,0.645,0.0,0.0,0.04,0.315
91,0.0,0.01,0.2225,0.0,0.7675
92,0.0,0.005,0.255,0.0,0.74
93,0.742083333333,0.0,0.0025,0.0025,0.252916666667
94,0.52625,0.0,0.01,0.2575,0.20625
95,0.0125,0.0275,0.0775,0.0075,0.875
96,0.775,0.0,0.005,0.2025,0.0175
97,0.5925,0.0,0.005,0.325,0.0775
98,0.0,0.0,0.0,0.0,1.0
99,0.33,0.025,0.015,0.0,0.63
100,0.3775,0.0,0.0175,0.3425,0.2625
101,0.575,0.0,0.005,0.0575,0.3625
102,0.9525,0.0,0.0,0.03,0.0175
103,0.275,0.0,0.085,0.4475,0.1925
104,0.385,0.0,0.0125,0.18,0.4225
105,0.325,0.005,0.005,0.225,0.44
106,0.6975,0.005,0.0075,0.0575,0.2325
107,0.38,0.0025,0.0225,0.54,0.055
108,0.05,0.01,0.1475,0.4375,0.355
109,0.9525,0.0,0.0025,0.0175,0.0275
110,0.345,0.0025,0.0175,0.3025,0.3325
111,0.5775,0.0,0.0025,0.3125,0.1075
112,0.62,0.0,0.015,0.194166666667,0.170833333333
113,0.4525,0.0025,0.0175,0.3375,0.19
114,0.175,0.0,0.065,0.4875,0.2725
115,0.0,0.0,0.0925,0.0,0.9075
116,0.7,0.0,0.0,0.1275,0.1725
117,0.845,0.005,0.0,0.11,0.04
118,0.0125,0.0,0.165,0.42,0.4025
119,0.07,0.0025,0.0825,0.64,0.205
120,0.375,0.0175,0.13,0.16,0.3175
121,0.7125,0.0,0.0,0.015,0.2725
122,0.935,0.0,0.0,0.01,0.055
123,0.9625,0.0,0.0025,0.0175,0.0175
124,0.0025,0.0,0.0,0.0,0.9975
125,0.025,0.015,0.1025,0.0375,0.82
126,0.88,0.0,0.0,0.075,0.045
127,0.0825,0.0025,0.3975,0.015,0.5025
128,0.768113095238,0.0,0.0,0.015,0.216886904762
129,0.989166666667,0.0,0.0,0.0075,0.00333333333333
130,0.8325,0.0,0.0,0.1625,0.005
131,0.3775,0.0,0.025,0.5275,0.07
132,0.9975,0.0,0.0,0.0025,0.0
133,0.775,0.0,0.0025,0.005,0.2175
134,0.3725,0.0025,0.005,0.473541666667,0.146458333333
135,0.5775,0.0025,0.0425,0.1675,0.21
136,0.285,0.0,0.035,0.625,0.055
137,0.4125,0.0,0.015,0.275,0.2975
138,0.0,0.0,0.0525,0.0,0.9475
139,0.4525,0.0,0.0,0.3525,0.195
140,0.325,0.0,0.0625,0.145,0.4675
141,0.605,0.0,0.0,0.284166666667,0.110833333333
142,0.4325,0.0125,0.0125,0.0,0.5425
143,0.3525,0.0,0.025,0.2975,0.325
144,0.27,0.0075,0.11,0.41,0.2025
145,0.49,0.0075,0.0525,0.2575,0.1925
146,0.325,0.0,0.06,0.5075,0.1075
147,0.3975,0.0025,0.0925,0.175,0.3325
148,0.4225,0.0,0.125,0.3125,0.14
149,0.0,0.0,0.0225,0.0,0.9775
150,0.0675,0.0425,0.005,0.0075,0.8775
151,0.14,0.015,0.21,0.0325,0.6025
152,0.0175,0.0075,0.225,0.01,0.74
153,0.3175,0.0,0.015,0.1025,0.565
154,0.0325,0.0025,0.1375,0.255,0.5725
155,0.678333333333,0.0,0.0075,0.035,0.279166666667
156,0.8775,0.0,0.0,0.04,0.0825
157,0.305,0.0,0.01,0.55,0.135
158,0.0,0.025,0.0225,0.0,0.9525
159,0.1375,0.0,0.035,0.175,0.6525
160,0.4875,0.0,0.015,0.275,0.2225
161,0.3225,0.0,0.0175,0.195,0.465
162,0.41,0.02,0.0275,0.105,0.4375
163,0.0,0.025,0.005,0.0,0.97
164,0.9925,0.0,0.0,0.0075,0.0
165,0.3625,0.0,0.0375,0.3175,0.2825
166,0.86,0.0,0.0025,0.0075,0.13
167,0.6225,0.0,0.035,0.265,0.0775
168,0.65,0.0,0.0125,0.2875,0.05
169,0.2675,0.0,0.0025,0.6125,0.1175
170,0.7575,0.0,0.0,0.0525,0.19
171,0.0025,0.0075,0.25,0.005,0.735
172,0.4025,0.0,0.015,0.4,0.1825
173,0.3775,0.0,0.0575,0.355,0.21
174,0.2475,0.0,0.1125,0.3925,0.2475
175,0.2475,0.0,0.01,0.6675,0.075
176,0.5325,0.0225,0.005,0.0,0.44
177,0.2335,0.0125,0.13,0.349,0.275
178,0.6625,0.0,0.01,0.1925,0.135
179,0.65375,0.0025,0.01,0.07625,0.2575
180,0.02,0.0075,0.0858333333333,0.1125,0.774166666667
181,0.0,0.0275,0.015,0.00833333333333,0.949166666667
182,0.7775,0.0025,0.01,0.005,0.205
183,0.21,0.0,0.225,0.32,0.245
184,0.065,0.0,0.035,0.165,0.735
185,0.3975,0.0525,0.015,0.4875,0.0475
186,0.3225,0.0,0.025,0.44,0.2125
187,0.0,0.0025,0.0075,0.0,0.99
188,0.1725,0.0025,0.02,0.4575,0.3475
189,0.655,0.0,0.005,0.0325,0.3075
190,0.84,0.0,0.0025,0.09,0.0675
191,0.4725,0.0125,0.025,0.4425,0.0475
192,0.525,0.0,0.02,0.23,0.225
193,0.05,0.0,0.065,0.1375,0.7475
194,0.375,0.0025,0.0075,0.0925,0.5225
195,0.755833333333,0.0,0.0,0.035,0.209166666667
196,0.5175,0.0,0.005,0.09375,0.38375
197,0.73,0.0,0.0275,0.2175,0.025
198,0.68,0.0,0.055,0.1525,0.1125
199,0.53,0.0,0.005,0.295,0.17
200,0.645,0.0,0.0075,0.11,0.2375
201,0.0,0.0,0.005,0.0025,0.9925
202,0.36,0.0,0.0075,0.1425,0.49
203,0.6075,0.0,0.0075,0.305,0.08
204,0.8275,0.0,0.0,0.03,0.1425
205,0.175,0.0025,0.105,0.5075,0.21
206,0.32,0.0,0.02,0.0775,0.5825
207,0.1825,0.0,0.025,0.4675,0.325
208,0.355,0.0,0.12,0.415,0.11
209,0.2675,0.0,0.015,0.4475,0.27
210,0.495,0.0,0.01,0.4075,0.0875
211,0.0,0.0025,0.1,0.0,0.8975
212,0.1325,0.0,0.0425,0.61,0.215
213,0.5125,0.0,0.035,0.4,0.0525
214,0.745,0.0025,0.0,0.04,0.2125
215,0.0,0.01,0.025,0.0,0.965
216,0.5925,0.0,0.0075,0.1475,0.2525
217,0.817916666667,0.0025,0.0175,0.0175,0.144583333333
218,0.18,0.0,0.0325,0.065,0.7225
219,0.26,0.0,0.02,0.0875,0.6325
220,0.255,0.0,0.0175,0.575,0.1525
221,0.045,0.0,0.05,0.3325,0.5725
222,0.0,0.0725,0.105,0.0,0.8225
223,0.2125,0.0275,0.0875,0.0,0.6725
224,0.59,0.0,0.0,0.32,0.09
225,0.1275,0.0,0.145,0.5725,0.155
226,0.41,0.0,0.0325,0.2575,0.3
227,0.0175,0.0025,0.1875,0.0025,0.79
228,0.015,0.015,0.0275,0.0075,0.935
229,0.7025,0.0,0.0375,0.08,0.18
230,0.0,0.0125,0.0275,0.0,0.96
231,0.9925,0.0,0.0025,0.005,0.0
232,0.895,0.0,0.0,0.0425,0.0625
233,0.015,0.0275,0.07,0.0,0.8875
234,0.195,0.0025,0.1825,0.2875,0.3325
235,0.36,0.005,0.045,0.515,0.075
236,0.865416666667,0.0,0.0,0.0,0.134583333333
237,0.346666666667,0.0,0.0075,0.485,0.160833333333
238,0.005,0.0,0.15375,0.07,0.77125
239,0.74,0.0,0.0,0.2575,0.0025
240,0.6875,0.0,0.0175,0.02,0.275
241,0.92,0.0,0.0075,0.0325,0.04
242,0.26,0.0,0.0075,0.5325,0.2
243,0.965,0.0,0.005,0.005,0.025
244,0.4925,0.0,0.0275,0.235,0.245
245,0.2225,0.0,0.045,0.115,0.6175
246,0.495,0.0,0.0175,0.36,0.1275
247,0.2125,0.0,0.0,0.1675,0.62
248,0.56,0.0025,0.0075,0.1025,0.3275
249,0.235,0.0,0.0375,0.545,0.1825
250,0.93,0.0,0.0025,0.0175,0.05
251,0.0,0.0025,0.0325,0.905,0.06
252,0.25,0.0,0.0375,0.385,0.3275
253,0.0,0.0,0.01,0.0,0.99
254,0.2075,0.0,0.1375,0.5025,0.1525
255,0.0,0.0,0.0125,0.0,0.9875
256,0.3375,0.0,0.0575,0.361,0.244
257,0.1,0.005,0.0325,0.235,0.6275
258,0.7225,0.0,0.005,0.0275,0.245
259,0.4075,0.0,0.06,0.2625,0.27
260,0.89,0.0,0.0,0.055,0.055
261,0.555,0.0,0.0,0.11,0.335
262,0.77,0.0,0.0075,0.09,0.1325
263,0.765,0.0,0.0,0.2075,0.0275
264,0.48,0.005,0.0225,0.1975,0.295
265,0.365,0.0,0.0025,0.4975,0.135
266,0.4825,0.0075,0.085,0.1725,0.2525
267,0.01,0.0075,0.0325,0.005,0.945
268,0.0025,0.0175,0.39,0.0,0.59
269,0.0,0.0225,0.02,0.0,0.9575
270,0.83,0.0,0.005,0.095,0.07
271,0.005,0.0275,0.0425,0.0025,0.9225
272,0.23,0.005,0.205,0.0075,0.5525
273,0.0525,0.0725,0.0325,0.5075,0.335
274,0.2175,0.0525,0.11,0.17,0.45
275,0.345,0.0275,0.3075,0.065,0.255
276,0.0025,0.0075,0.0875,0.0,0.9025
277,0.0,0.0125,0.0125,0.0,0.975
278,0.24,0.0925,0.105,0.0675,0.495
279,0.5025,0.0075,0.0275,0.065,0.3975
280,0.04,0.0675,0.0975,0.0875,0.7075
281,0.335,0.0,0.1,0.2375,0.3275
282,0.2675,0.0,0.05,0.435,0.2475
283,0.0,0.0,0.0075,0.0,0.9925
284,0.715,0.0,0.0,0.0275,0.2575
285,0.11,0.0,0.1275,0.52,0.2425
286,0.3,0.0125,0.0425,0.335,0.31
287,0.0025,0.03,0.125,0.0,0.8425
288,0.0,0.005,0.0425,0.0,0.9525
289,0.7675,0.0,0.0125,0.135,0.085
290,0.355,0.0,0.0325,0.3475,0.265
291,0.915,0.0,0.015,0.005,0.065
292,1.0,0.0,0.0,0.0,0.0
293,0.7725,0.0,0.02,0.015,0.1925
294,0.05,0.01,0.1825,0.02,0.7375
295,0.1425,0.0,0.0575,0.705,0.095
296,0.0075,0.0025,0.0325,0.005,0.9525
297,0.2025,0.0,0.05,0.6625,0.085
298,0.0325,0.0,0.16,0.175,0.6325
299,0.75,0.0,0.01,0.165,0.075
300,0.3425,0.0,0.015,0.31,0.3325
301,0.3725,0.0,0.01,0.5875,0.03
302,0.5975,0.0,0.0,0.005,0.3975
303,0.98,0.0,0.0025,0.0075,0.01
304,0.51,0.0,0.0825,0.2075,0.2
305,0.0025,0.0,0.195,0.0175,0.785
306,0.3825,0.02,0.0675,0.46,0.07
307,0.9225,0.0,0.0,0.05,0.0275
308,0.165,0.0,0.0025,0.1375,0.695
309,0.91,0.0,0.0,0.0575,0.0325
310,0.095,0.025,0.0275,0.01,0.8425
311,0.3225,0.0,0.03,0.2575,0.39
312,0.8425,0.0,0.0175,0.025,0.115
313,0.0025,0.0,0.055,0.0025,0.94
314,0.4325,0.0,0.0575,0.282916666667,0.227083333333
315,0.005,0.0,0.005,0.0,0.99
316,0.395,0.0,0.0,0.485,0.12
317,0.31,0.0025,0.01,0.5425,0.135
318,0.7825,0.0025,0.0075,0.135,0.0725
319,0.0,0.0125,0.0075,0.0,0.98
320,0.4725,0.0,0.0125,0.4525,0.0625
321,0.2225,0.0,0.02,0.29125,0.46625
322,0.0,0.0,0.005,0.0,0.995
323,0.0,0.01,0.0875,0.0,0.9025
324,0.73,0.0,0.0225,0.0125,0.235
325,0.820833333333,0.0,0.0,0.0075,0.171666666667
326,0.9525,0.0,0.0,0.0125,0.035
327,0.6875,0.0,0.0125,0.07,0.23
328,0.4525,0.0,0.045,0.345,0.1575
329,0.7525,0.0,0.0075,0.2025,0.0375
330,0.095,0.005,0.0425,0.2125,0.645
331,0.1375,0.0,0.12,0.3575,0.385
332,0.0,0.0,0.0125,0.0,0.9875
333,0.9725,0.0,0.0075,0.0025,0.0175
334,0.27,0.0,0.0,0.0275,0.7025
335,0.0025,0.1825,0.1875,0.02,0.6075
336,0.884166666667,0.0,0.0,0.0125,0.103333333333
337,0.015,0.0075,0.7,0.01,0.2675
338,0.42,0.0325,0.0025,0.0925,0.4525
339,0.0325,0.0225,0.15,0.0425,0.7525
340,0.545,0.0,0.1525,0.19,0.1125
341,0.2225,0.005,0.135,0.08,0.5575
342,0.6275,0.0,0.0175,0.0275,0.3275
343,0.02,0.005,0.4475,0.0725,0.455
344,0.6475,0.0025,0.005,0.165,0.18
345,0.844166666667,0.0,0.0025,0.0483333333333,0.105
346,0.5275,0.0,0.01,0.3375,0.125
347,0.115,0.0025,0.025,0.795,0.0625
348,0.075,0.075,0.0175,0.0025,0.83
349,0.0775,0.0,0.13,0.64,0.1525
350,0.3925,0.0075,0.15,0.265,0.185
351,0.6975,0.0,0.01,0.1675,0.125
352,0.0,0.01,0.0475,0.0,0.9425
353,0.4,0.0,0.025,0.5425,0.0325
354,0.4475,0.0,0.0075,0.0025,0.5425
355,0.571875,0.0,0.0075,0.2425,0.178125
356,0.0,0.2525,0.2625,0.0,0.485
357,0.425,0.0025,0.005,0.0375,0.53
358,0.385,0.0025,0.0,0.035,0.5775
359,0.185,0.075,0.0175,0.0,0.7225
360,0.66,0.0,0.0075,0.0775,0.255
361,0.889166666667,0.0,0.0,0.01,0.100833333333
362,0.045,0.0,0.2575,0.2675,0.43
363,0.225,0.0,0.04,0.35,0.385
364,0.725,0.0,0.01,0.05,0.215
365,0.645,0.0,0.0,0.0475,0.3075
366,0.0,0.0,0.5425,0.0,0.4575
367,0.553,0.0025,0.0,0.02,0.4245
368,0.06,0.0125,0.51,0.0825,0.335
369,0.0,0.0075,0.06,0.0,0.9325
370,0.54,0.0,0.0075,0.0325,0.42
371,0.5075,0.0,0.025,0.2475,0.22
372,0.7825,0.0,0.005,0.095,0.1175
373,0.995,0.0,0.0,0.005,0.0
374,0.1375,0.0,0.0375,0.355,0.47
375,0.0,0.0025,0.045,0.0,0.9525
376,0.4425,0.0175,0.0075,0.445,0.0875
377,0.4225,0.0,0.245,0.12,0.2125
378,0.69,0.0025,0.005,0.2875,0.015
379,0.3525,0.0,0.01,0.145,0.4925
380,0.1725,0.17,0.0125,0.015,0.63
381,0.83,0.0,0.0075,0.025,0.1375
382,0.01,0.005,0.075,0.0,0.91
383,0.0,0.195,0.045,0.0,0.76
384,0.0,0.0025,0.1675,0.005,0.825
385,0.4025,0.0025,0.0075,0.483125,0.104375
386,0.1175,0.0,0.015,0.6775,0.19
387,0.0,0.0125,0.16,0.0,0.8275
388,0.74,0.0,0.0,0.1925,0.0675
389,0.965,0.0,0.0,0.015,0.02
390,0.9975,0.0,0.0025,0.0,0.0
391,0.0375,0.005,0.1175,0.325,0.515
392,0.0,0.0,0.045,0.01,0.945
393,0.975,0.0,0.0025,0.0075,0.015
394,0.0,0.0075,0.01,0.0025,0.98
395,0.315,0.0025,0.065,0.295,0.3225
396,0.1325,0.0,0.045,0.5225,0.3
397,0.0725,0.0,0.265,0.365,0.2975
398,0.5725,0.03,0.0125,0.0025,0.3825
399,0.62,0.0,0.0,0.3125,0.0675
400,0.64,0.005,0.03,0.0575,0.2675
401,0.87,0.0,0.0225,0.075,0.0325
402,0.62,0.0,0.0125,0.0525,0.315
403,0.625,0.0,0.0225,0.3225,0.03
404,0.0,0.035,0.0275,0.0,0.9375
405,0.2675,0.0075,0.0175,0.0175,0.69
406,0.385,0.0,0.115,0.4175,0.0825
407,0.483583333333,0.0025,0.0025,0.025,0.486416666667
408,0.1375,0.0,0.0725,0.438125,0.351875
409,0.87875,0.0,0.0,0.04125,0.08
410,0.0,0.035,0.02,0.0,0.945
411,0.1375,0.005,0.0875,0.65,0.12
412,0.96,0.0025,0.0,0.005,0.0325
413,0.4925,0.0,0.0425,0.32,0.145
414,0.99,0.0,0.0,0.005,0.005
415,0.3725,0.0,0.1725,0.2625,0.1925
416,1.0,0.0,0.0,0.0,0.0
417,0.355,0.0,0.015,0.2975,0.3325
418,0.2125,0.0,0.0125,0.24,0.535
419,0.9275,0.0,0.0,0.045,0.0275
420,0.7425,0.0,0.0025,0.0925,0.1625
421,0.9125,0.0,0.005,0.07,0.0125
422,0.0,0.0025,0.0075,0.0,0.99
423,0.005,0.0475,0.12,0.0,0.8275
424,0.885,0.0225,0.0025,0.0075,0.0825
425,0.53,0.0025,0.0175,0.0475,0.4025
426,0.005,0.0575,0.288214285714,0.04,0.609285714286
427,0.86,0.0,0.01,0.01,0.12
428,0.005,0.0,0.3825,0.0025,0.61
429,0.085,0.0025,0.005,0.1225,0.785
430,0.0,0.0,0.0075,0.0,0.9925
431,0.673214285714,0.0025,0.005,0.05,0.269285714286
432,0.1825,0.0025,0.055,0.457083333333,0.302916666667
433,0.395,0.0025,0.0175,0.3075,0.2775
434,0.36,0.0,0.045,0.5225,0.0725
435,0.0,0.0,0.095,0.0,0.905
436,0.0,0.0,0.0025,0.0,0.9975
437,0.6975,0.005,0.0025,0.0275,0.2675
438,0.3525,0.0,0.0125,0.2825,0.3525
439,0.0,0.0075,0.135,0.0075,0.85
440,0.4425,0.0,0.005,0.0575,0.495
441,0.055,0.0925,0.275,0.0325,0.545
442,0.5775,0.0025,0.0125,0.2225,0.185
443,0.8725,0.0,0.0025,0.05,0.075
444,0.1975,0.0,0.03,0.67,0.1025
445,0.655,0.0,0.01,0.3025,0.0325
446,0.6475,0.0,0.005,0.18,0.1675
447,0.4125,0.0075,0.0425,0.07,0.4675
448,0.0125,0.0125,0.0075,0.0,0.9675
449,0.75,0.0425,0.0175,0.0,0.19
450,0.1975,0.005,0.045,0.09,0.6625
451,0.005,0.0,0.0325,0.0,0.9625
452,0.1725,0.0,0.0775,0.1975,0.5525
453,0.4825,0.0,0.0025,0.4275,0.0875
454,0.0,0.005,0.02,0.0,0.975
455,0.5225,0.0,0.015,0.295,0.1675
456,0.7375,0.0,0.045,0.2,0.0175
457,0.915,0.0,0.01,0.0175,0.0575
458,0.0575,0.0,0.3,0.39,0.2525
459,0.683333333333,0.0025,0.0025,0.045,0.266666666667
460,0.0,0.01,0.1575,0.0025,0.83
461,0.6975,0.0,0.0,0.1575,0.145
462,0.1825,0.0025,0.075,0.5575,0.1825
463,0.0,0.02,0.23,0.0,0.75
464,0.0675,0.0025,0.195,0.42,0.315
465,0.4725,0.0,0.09,0.3075,0.13
466,0.7475,0.0,0.005,0.1675,0.08
467,0.0075,0.0025,0.35,0.085,0.555
468,0.8625,0.0,0.0075,0.1075,0.0225
469,0.5275,0.0,0.0,0.1075,0.365
470,0.345,0.0,0.0575,0.0675,0.53
471,0.0,0.0025,0.0075,0.0,0.99
472,0.0,0.005,0.625,0.055,0.315
473,0.8925,0.0,0.005,0.0175,0.085
474,0.495,0.0,0.0675,0.3775,0.06
475,0.5025,0.0,0.005,0.3725,0.12
476,0.925,0.0,0.005,0.0525,0.0175
477,0.0,0.0025,0.03,0.0,0.9675
478,0.3025,0.0,0.1975,0.3725,0.1275
479,0.0,0.0,0.0075,0.0,0.9925
480,0.9825,0.0,0.0025,0.005,0.01
481,0.015,0.0,0.1,0.7175,0.1675
482,0.1675,0.0,0.105,0.3225,0.405
483,0.2425,0.0025,0.0275,0.6125,0.115
484,0.0075,0.015,0.085,0.0475,0.845
485,0.68,0.005,0.03,0.115,0.17
486,0.04,0.0,0.18,0.535,0.245
487,0.7325,0.0,0.0,0.105,0.1625
488,0.6275,0.0,0.0,0.2925,0.08
489,0.31,0.0325,0.04,0.0,0.6175
490,0.0,0.0,0.0175,0.0,0.9825
491,0.0,0.005,0.0075,0.0,0.9875
492,0.0175,0.0,0.2025,0.45,0.33
493,0.1475,0.0,0.0175,0.7775,0.0575
494,0.6875,0.0,0.0025,0.2525,0.0575
495,0.1,0.0,0.01,0.13,0.76
496,0.5575,0.0,0.015,0.0825,0.345
497,0.190833333333,0.0,0.005,0.0325,0.771666666667
498,0.45,0.0,0.0375,0.2125,0.3
499,0.75,0.0,0.0025,0.08,0.1675
500,0.22,0.0,0.2,0.45,0.13
501,0.8975,0.0,0.0,0.0075,0.095
502,0.365,0.0,0.04,0.42,0.175
503,0.5125,0.0,0.0775,0.03,0.38
504,0.873958333333,0.005,0.005,0.015,0.101041666667
505,0.4125,0.0,0.0175,0.4025,0.1675
506,0.33,0.025,0.085,0.377083333333,0.182916666667
507,0.0925,0.0,0.225,0.38,0.3025
508,0.4225,0.0,0.15,0.295,0.1325
509,0.5625,0.0025,0.115,0.1575,0.1625
510,0.7875,0.0,0.005,0.0,0.2075
511,0.54,0.005,0.0025,0.245,0.2075
512,0.0925,0.0075,0.055,0.7375,0.1075
513,0.6525,0.0,0.0275,0.265,0.055
514,0.1275,0.0,0.06,0.02,0.7925
515,0.2,0.0,0.02,0.7175,0.0625
516,0.435,0.0,0.015,0.202916666667,0.347083333333
517,0.1325,0.0025,0.1375,0.065,0.6625
518,0.5175,0.06,0.01,0.05,0.3625
519,0.0,0.0,0.025,0.0,0.975
520,0.0,0.0075,0.0225,0.0,0.97
521,0.4725,0.0025,0.0175,0.3075,0.2
522,0.535,0.0225,0.01,0.1325,0.3
523,0.94,0.0,0.0,0.02,0.04
524,0.24,0.0,0.025,0.1375,0.5975
525,0.592678571429,0.0,0.0,0.005,0.402321428571
526,0.195,0.01,0.04,0.67,0.085
527,0.405,0.0,0.015,0.38,0.2
528,0.1975,0.0,0.03,0.545,0.2275
529,0.005,0.0,0.03,0.0,0.965
530,0.905,0.005,0.0025,0.0175,0.07
531,0.0,0.0225,0.05,0.0,0.9275
532,0.4125,0.0,0.0125,0.53,0.045
533,0.9075,0.0,0.0,0.0025,0.09
534,0.9075,0.0,0.025,0.015,0.0525
535,0.0075,0.045,0.2125,0.005,0.73
536,0.8025,0.0,0.0025,0.0475,0.1475
537,0.71,0.0,0.03,0.1575,0.1025
538,0.245,0.005,0.005,0.1,0.645
539,0.4725,0.0,0.03,0.3775,0.12
540,0.0425,0.0,0.245,0.165,0.5475
541,0.005,0.0,0.0176726190476,0.8975,0.0798273809524
542,0.0,0.0,0.0375,0.0125,0.95
543,0.835,0.0,0.0025,0.1225,0.04
544,0.0,0.0025,0.0725,0.0,0.925
545,0.0,0.0025,0.0075,0.0,0.99
546,0.66,0.0,0.0,0.2625,0.0775
547,0.0,0.0025,0.0025,0.0,0.995
548,0.8,0.0,0.035,0.08,0.085
549,0.03,0.0825,0.2475,0.1525,0.4875
550,0.0,0.0025,0.0275,0.0,0.97
551,0.3175,0.0,0.0125,0.1025,0.5675
552,0.675,0.0,0.01,0.0425,0.2725
553,0.78,0.0,0.01,0.1425,0.0675
554,0.6875,0.0,0.0,0.0075,0.305
555,0.0,0.0,0.02,0.0,0.98
556,0.2,0.005,0.3775,0.0475,0.37
557,0.0475,0.005,0.045,0.47,0.4325
558,0.87,0.0,0.0,0.06,0.07
559,0.928452380952,0.0,0.0,0.015,0.0565476190476
560,0.265,0.0025,0.055,0.6225,0.055
561,0.535,0.0,0.0075,0.4,0.0575
562,0.2275,0.0025,0.13,0.5625,0.0775
563,0.035,0.0,0.1075,0.2275,0.63
564,0.6125,0.0,0.005,0.31,0.0725
565,0.0025,0.0,0.3125,0.0025,0.6825
566,0.3875,0.0,0.11,0.235,0.2675
567,0.0,0.01,0.0537142857143,0.0275,0.908785714286
568,0.8875,0.0,0.01,0.0725,0.03
569,0.5225,0.0,0.025,0.3225,0.13
570,0.6525,0.0025,0.0,0.2125,0.1325
